Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,20,RL,-0.0020571908039490037,0.06844542474691898,Pave,NA,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,-0.20752336299691798,Hip,CompShg,HdBoard,HdBoard,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,No,Rec,1.0137299042846883,Unf,-0.28855396047015597,-0.9804770548460207,-0.03972929226758133,GasA,Ex,Y,SBrkr,-0.31720279838709786,-0.7948908644380686,-0.12020053800860224,-0.9048172179763676,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,1,-0.4161745654655966,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-1.5985633645864088,0.13872995427158782,WD,Normal,129500
12,60,RL,0.6156143480816573,0.14098132123949172,Pave,NA,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,1.116852595807592,Hip,CompShg,WdShing,VinylSd,Stone,1.0068954429892085,Ex,TA,PConc,Ex,TA,No,GLQ,1.215440899896127,Unf,-0.28855396047015597,-0.8831626947542098,0.26799434925952714,GasA,Ex,Y,SBrkr,0.05011355965246503,1.821204459756489,-0.12020053800860224,1.538661245739972,1,0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,Fin,3,1.2301866563253172,TA,TA,Y,0.4209030390384405,-0.3872896530687436,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.2508047117179945,-1.3671862779697965,New,Partial,345000
13,20,RL,0.327367629935041,0.2455772824801629,Pave,NA,IR2,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,-0.3068515599072562,Hip,CompShg,HdBoard,Plywood,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,No,ALQ,0.6431955753897626,Unf,-0.28855396047015597,-0.8876889440608057,-0.3314968931229138,GasA,TA,Y,SBrkr,-0.6483048676058588,-0.7948908644380686,-0.12020053800860224,-1.1484038561038532,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,-0.5658437674465888,TA,TA,Y,0.3650544086426774,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,2.8864150226886336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.9905519422397558,0.13872995427158782,WD,Normal,144000
14,20,RL,0.8626829636358997,0.013542563865800394,Pave,NA,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1.1499619947777049,Gable,CompShg,VinylSd,VinylSd,Stone,1.1173522774088678,Gd,TA,PConc,Gd,TA,Av,Unf,-0.9726849003236114,Unf,-0.28855396047015597,2.097372473639158,0.995133917016176,GasA,Ex,Y,SBrkr,0.8571748533731948,-0.7948908644380686,-0.12020053800860224,-0.040845860867942216,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,1.7166115627635417,TA,TA,Y,0.5246219240591434,-0.20617405618201531,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.6206783269788753,-0.6142281618491043,New,Partial,279500
15,20,RL,1.1097515791901422,0.04039286809233284,Pave,NA,IR1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,-0.3730703578474817,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.5982051556364693,TA,TA,CBlock,TA,TA,No,BLQ,0.6344255321023088,Unf,-0.28855396047015597,-0.10691093867302144,0.4457902310307454,GasA,TA,Y,SBrkr,0.23377173867224646,-0.7948908644380686,-0.12020053800860224,-0.4994738279673486,1,0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,RFn,1,-0.5658437674465888,TA,TA,Y,-0.7519181992725847,2.5105598971189087,2.520419441945599,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,GdWo,NA,-0.08765777630136361,-0.4889425188037668,0.13872995427158782,WD,Normal,157000
16,45,RM,-0.7844411400590502,-0.44050810312914385,Pave,NA,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,-1.399461725920977,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,TA,TA,BrkTil,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.5991839531559313,-0.5138516436574966,GasA,Ex,Y,FuseA,-0.7983354927206098,-0.7948908644380686,-0.12020053800860224,-1.25877905150537,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,0.48184064642035634,TA,TA,Y,-0.36895616227306627,0.9861702899889458,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,GdPrv,NA,-0.08765777630136361,0.2508047117179945,-0.6142281618491043,WD,Normal,132000
17,20,RL,0.12147711697317225,0.07255312054276909,Pave,NA,IR1,Lvl,1,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,-0.04197636814635422,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.4214742205650145,TA,TA,CBlock,TA,TA,No,ALQ,0.2945863547134716,Unf,-0.28855396047015597,-0.31964465608302645,-0.12178893000814359,GasA,Ex,Y,SBrkr,-0.41032525535487435,-0.7948908644380686,-0.12020053800860224,-0.9733259599497229,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,2,0.03283304047737987,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,Shed,1.3232825862524775,-1.2286897493255282,1.644646186512972,WD,Normal,149000
18,90,RL,0.08029901438079849,0.027468654490755657,Pave,NA,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,-0.14130456505669248,Gable,CompShg,MetalSd,MetalSd,None,-0.5726372892119187,TA,TA,Slab,NA,NA,NA,NA,-0.9726849003236114,Unf,-0.28855396047015597,-1.2837357583879427,-2.4103410492171577,GasA,TA,Y,SBrkr,0.345001340050424,-0.7948908644380686,-0.12020053800860224,-0.41764394172139646,0,0,2,0,2,2,TA,6,Typ,0,NA,CarPort,Unf,2,0.20121089270599607,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,Shed,0.9201567683799516,1.3604255575006365,-1.3671862779697965,WD,Normal,90000
19,20,RL,-0.166769601173444,0.31841374207974904,Pave,NA,Reg,Lvl,1,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,1.0837431968374793,Gable,CompShg,VinylSd,VinylSd,None,-0.5726372892119187,TA,TA,PConc,TA,TA,No,GLQ,0.44367709060018723,Unf,-0.28855396047015597,-0.22459342064451357,0.12894885197690775,GasA,Ex,Y,SBrkr,-0.1257844146200017,-0.7948908644380686,-0.12020053800860224,-0.763993692808915,1,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,Unf,2,0.48184064642035634,TA,TA,Y,-0.7519181992725847,0.8352406259166723,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.11906890354288614,0.13872995427158782,WD,Normal,159000
20,20,RL,-0.0020571908039490037,-0.2962378117627008,Pave,NA,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,-0.4392891557877072,Hip,CompShg,BrkFace,Plywood,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,No,LwQ,0.13234055389557514,Unf,-0.28855396047015597,-0.09559531540653181,-0.06480307046608647,GasA,TA,Y,SBrkr,0.4562309414286015,-0.7948908644380686,-0.12020053800860224,-0.3358140554754443,0,0,1,0,3,1,TA,6,Min1,0,NA,Attchd,Unf,1,-0.837119196037137,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,MnPrv,NA,-0.08765777630136361,-0.4889425188037668,0.8916880703922799,COD,Abnorml,139000
21,60,RL,1.2744639895596372,0.370511347295409,Pave,NA,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,1.116852595807592,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.5260425647616072,Gd,TA,PConc,Ex,TA,Av,Unf,-0.9726849003236114,Unf,-0.28855396047015597,1.336962590131055,0.22924396477092832,GasA,Ex,Y,SBrkr,-0.011968078326052643,1.9953053745014857,-0.12020053800860224,1.6376183174792631,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,1.7774146760683198,TA,TA,Y,1.1628919857250075,1.6200748790924948,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,1.7302991727615173,-1.3671862779697965,New,Partial,325300
22,45,RM,-0.5373725245048078,-0.3073586467221975,Pave,Grvl,Reg,Bnk,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,-1.3663523269508642,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,TA,TA,PConc,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.15787464576283583,-0.9583413480855422,GasA,Ex,Y,FuseF,-0.14130482411463113,-0.7948908644380686,-0.12020053800860224,-0.7754118164711409,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,Unf,1,-0.9025994719038212,TA,TA,N,-0.7519181992725847,-0.7042419476205181,2.9949024912592117,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,GdPrv,NA,-0.08765777630136361,-0.11906890354288614,-0.6142281618491043,WD,Normal,139400
23,20,RL,0.20383332215791974,-0.07762824526160456,Pave,NA,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,1.0175243988972538,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.9792812343842937,Gd,TA,PConc,Gd,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,2.7378367505224706,1.6402138470322627,GasA,Ex,Y,SBrkr,1.6357820630204372,-0.7948908644380686,-0.12020053800860224,0.531963342853723,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,0.28539981882030413,TA,TA,Y,0.6123840575381998,1.6955397111286314,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.9905519422397558,0.13872995427158782,WD,Normal,230000
24,120,RM,-1.0726878582056665,-0.6304639867616271,Pave,NA,Reg,Lvl,1,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,0.15668002567432227,Gable,CompShg,CemntBd,Plywood,None,-0.5726372892119187,TA,TA,PConc,Gd,TA,No,GLQ,0.8690241900416995,Unf,-0.28855396047015597,-0.8311108277283575,-0.03972929226758133,GasA,TA,Y,SBrkr,-0.2654681000716665,-0.7948908644380686,-0.12020053800860224,-0.866756805768948,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,0.4631319961727323,TA,TA,Y,0.045919377809745386,0.955984357174491,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.11906890354288614,-0.6142281618491043,WD,Normal,129900
25,20,RL,-0.20794770376581775,-0.2275090479589648,Pave,NA,IR1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,-0.10819516608657972,Gable,CompShg,Plywood,Plywood,None,-0.5726372892119187,TA,Gd,CBlock,TA,TA,Mn,Rec,-0.56049286581328,ALQ,3.8523027913519465,-0.8220583291151659,0.005859395366064371,GasA,Ex,Y,SBrkr,-0.2654681000716665,-0.7948908644380686,-0.12020053800860224,-0.866756805768948,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,1,-0.9493710975228812,TA,TA,Y,2.4873023636816756,0.654125029029944,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,MnPrv,NA,-0.08765777630136361,-0.4889425188037668,1.644646186512972,WD,Normal,154000
26,20,RL,1.645066912891001,0.3720141628304761,Pave,NA,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1.1830713937478174,Gable,CompShg,VinylSd,VinylSd,Stone,2.9619814122171775,Gd,TA,PConc,Gd,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,2.2603174486766084,1.1592531924973006,GasA,Ex,Y,SBrkr,1.131368754444981,-0.7948908644380686,-0.12020053800860224,0.16087432383138178,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,1.950469690858842,TA,TA,Y,-0.7519181992725847,0.14096417118421387,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.2508047117179945,0.8916880703922799,WD,Normal,256300
27,20,RL,-0.4138382167276865,-0.3323053846043116,Pave,NA,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,-0.6710549485784965,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,Mn,BLQ,-0.4596373680075605,Rec,2.7241052931010143,-0.8763733207943161,-0.3588501057031012,GasA,TA,Y,SBrkr,-0.6793456865951176,-0.7948908644380686,-0.12020053800860224,-1.1712401034283049,0,1,1,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,2,0.48184064642035634,TA,TA,Y,1.019281221850188,-0.22126702258924266,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,1.644646186512972,WD,Normal,134800
28,20,RL,1.1509296817825159,0.0962976059968295,Pave,NA,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1.1830713937478174,Gable,CompShg,VinylSd,VinylSd,Stone,0.5319310549846737,Gd,TA,PConc,Ex,TA,No,GLQ,1.6977932807060894,Unf,-0.28855396047015597,-0.1838571768851509,1.473815137169456,GasA,Ex,Y,SBrkr,1.4003891856852244,-0.7948908644380686,-0.12020053800860224,0.35878846730996383,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,1.3985645085539333,TA,TA,Y,-0.7519181992725847,0.05040637274084974,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,1.644646186512972,WD,Normal,306000
29,20,RL,-0.9491535504285452,0.5815066484188319,Pave,NA,IR1,Lvl,1,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,-0.47239855475782,Gable,CompShg,MetalSd,MetalSd,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,Gd,BLQ,1.8271514191960339,Unf,-0.28855396047015597,-0.8152689551552721,0.9723395731993533,GasA,TA,Y,SBrkr,1.131368754444981,-0.7948908644380686,-0.12020053800860224,0.16087432383138178,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,RFn,1,-0.720190131989487,TA,TA,Y,1.5458540227245259,3.1897433854441397,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,2.100172788022398,-1.3671862779697965,WD,Normal,207500
30,30,RM,-0.4138382167276865,-0.4200698118522311,Pave,NA,IR1,Lvl,1,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,-1.4656805238612025,Gable,CompShg,MetalSd,MetalSd,None,-0.5726372892119187,TA,TA,BrkTil,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,-0.10691093867302144,-1.2250351707423695,GasA,Fa,N,SBrkr,-1.6623049545883142,-0.7948908644380686,-0.12020053800860224,-1.8943879353692779,0,0,1,0,1,1,Fa,4,Typ,0,NA,Detchd,Unf,1,-1.0896859743800613,Fa,TA,Y,-0.36097778650224294,-0.7042419476205181,1.0642473250865812,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,0.13872995427158782,WD,Normal,68500
31,70,RM,-0.825619242651424,-0.20206137156516166,Pave,Pave,Reg,Lvl,1,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,-1.6974463166519917,Gambrel,CompShg,BrkFace,BrkFace,None,-0.5726372892119187,TA,Fa,BrkTil,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.18503214160241094,-0.9309881355053548,GasA,TA,N,SBrkr,-1.3286161504537817,0.7353645441100614,-0.12020053800860224,-0.3776805089036059,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,1,-1.0429143487610013,TA,Fa,N,-0.7519181992725847,0.11077823836975917,2.4549735041092386,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,MnPrv,NA,-0.08765777630136361,0.2508047117179945,0.13872995427158782,WD,Normal,40000
